product_id,category_id,sku,name,brand,retail_price_eur,release_date,listed_date,condition,status,days_on_shelf
497,3,SKU-12545,Xbox Series X,Microsoft,320,2022-08-22,2022-08-23,new,sold,957
498,3,SKU-12554,Switch,Nintendo,370,2023-05-23,2023-08-04,new,sold,611
499,3,SKU-12557,PlayStation 5,Sony,260,2022-04-01,2022-04-14,new,sold,1088
500,3,SKU-12558,PlayStation 4 Pro,Sony,625,2024-04-15,2024-07-02,new,sold,278
501,3,SKU-12563,Xbox Series X,Microsoft,615,2024-08-05,2024-08-17,new,sold,232
502,3,SKU-12568,Switch Lite,Nintendo,365,2023-11-26,2024-01-15,new,sold,447
503,3,SKU-12574,Xbox Series X,Microsoft,405,2024-07-12,2024-08-02,new,sold,247
504,3,SKU-12580,Switch Lite,Nintendo,610,2023-08-20,2023-10-30,open_box,sold,524
505,3,SKU-12582,Xbox Series X,Microsoft,530,2022-09-22,2022-11-22,new,sold,866
506,3,SKU-12584,Xbox One X,Microsoft,560,2022-09-28,2022-12-21,open_box,sold,837
507,3,SKU-12586,Switch,Nintendo,395,2022-05-24,2022-07-19,new,sold,992
508,3,SKU-12591,Xbox One X,Microsoft,545,2022-06-08,2022-07-05,new,sold,1006
509,3,SKU-12592,PlayStation 4 Pro,Sony,510,2023-01-10,2023-02-05,open_box,sold,791
510,3,SKU-12598,Xbox One X,Microsoft,255,2024-09-21,2024-11-11,new,sold,146
511,3,SKU-12603,PlayStation 5,Sony,635,2022-02-03,2022-03-05,new,sold,1128
512,3,SKU-12610,Switch Lite,Nintendo,345,2022-10-23,2022-12-22,new,sold,836
513,3,SKU-12614,Switch Lite,Nintendo,305,2022-01-15,2022-01-24,open_box,sold,1168
514,3,SKU-12615,PlayStation 4 Pro,Sony,610,2024-04-24,2024-07-22,new,sold,258
515,3,SKU-12622,Switch,Nintendo,420,2023-03-16,2023-04-08,new,sold,729
516,3,SKU-12623,Switch Lite,Nintendo,510,2022-03-06,2022-03-10,new,sold,1123
517,3,SKU-12631,Switch Lite,Nintendo,580,2023-05-29,2023-07-27,new,sold,619
518,3,SKU-12633,Switch Lite,Nintendo,390,2022-03-07,2022-04-19,new,sold,1083
519,3,SKU-12634,Xbox Series S,Microsoft,380,2021-12-16,2022-03-14,new,sold,1119
520,3,SKU-12639,Switch OLED,Nintendo,505,2023-06-03,2023-08-21,new,sold,594
521,3,SKU-12644,Xbox Series S,Microsoft,310,2023-06-25,2023-07-30,new,sold,616
522,3,SKU-12645,Switch OLED,Nintendo,365,2023-02-26,2023-04-29,new,rented,708
523,3,SKU-12654,PlayStation 5 Digital,Sony,590,2024-03-07,2024-04-25,new,sold,346
524,3,SKU-12662,Switch OLED,Nintendo,275,2024-06-18,2024-08-08,new,sold,241
525,3,SKU-12667,Xbox Series S,Microsoft,315,2024-06-08,2024-06-09,new,sold,301
526,3,SKU-12675,Xbox Series S,Microsoft,525,2023-06-01,2023-07-13,new,sold,633
527,3,SKU-12680,PlayStation 5,Sony,485,2022-11-25,2023-01-04,new,sold,823
528,3,SKU-12681,Switch Lite,Nintendo,295,2024-05-19,2024-07-02,new,sold,278
529,3,SKU-12686,Xbox Series X,Microsoft,670,2023-01-04,2023-03-21,open_box,sold,747
530,3,SKU-12688,Switch OLED,Nintendo,650,2022-12-12,2023-01-13,new,sold,814
531,3,SKU-12696,Switch,Nintendo,320,2022-04-27,2022-06-01,refurbished,sold,1040
532,3,SKU-12697,Xbox Series X,Microsoft,445,2024-09-09,2024-10-04,new,sold,184
533,3,SKU-12704,PlayStation 5,Sony,525,2022-06-11,2022-08-06,open_box,rented,974
534,3,SKU-12709,PlayStation 5 Digital,Sony,255,2024-09-27,2024-10-16,open_box,sold,172
535,3,SKU-12710,PlayStation 4 Pro,Sony,250,2024-08-01,2024-10-01,new,sold,187
536,3,SKU-12717,Switch OLED,Nintendo,505,2023-11-25,2024-01-06,open_box,sold,456
537,3,SKU-12722,Xbox Series X,Microsoft,630,2023-05-27,2023-08-17,new,sold,598
538,3,SKU-12725,Switch OLED,Nintendo,535,2023-11-05,2024-01-06,new,sold,456
539,3,SKU-12733,Switch Lite,Nintendo,695,2023-03-03,2023-05-04,new,sold,703
540,3,SKU-12735,Switch OLED,Nintendo,400,2023-11-18,2023-11-23,new,sold,500
541,3,SKU-12737,PlayStation 5,Sony,665,2022-02-27,2022-03-17,new,rented,1116
542,3,SKU-12738,Xbox One X,Microsoft,270,2023-09-10,2023-09-22,new,sold,562
543,3,SKU-12741,Switch Lite,Nintendo,350,2022-12-28,2023-02-20,new,sold,776
544,3,SKU-12748,Xbox One X,Microsoft,325,2022-04-25,2022-05-10,new,sold,1062
545,3,SKU-12751,Xbox Series X,Microsoft,665,2022-03-08,2022-03-25,new,sold,1108
546,3,SKU-12758,PlayStation 5,Sony,665,2023-06-13,2023-08-05,open_box,sold,610
547,3,SKU-12766,Switch,Nintendo,435,2022-10-07,2022-12-24,open_box,sold,834
548,3,SKU-12767,Switch,Nintendo,250,2023-04-04,2023-04-28,new,sold,709
549,3,SKU-12776,PlayStation 5,Sony,335,2022-08-07,2022-11-02,new,sold,886
550,3,SKU-12784,PlayStation 5,Sony,445,2023-08-30,2023-11-16,refurbished,sold,507
551,3,SKU-12792,PlayStation 5,Sony,465,2022-08-17,2022-08-26,new,sold,954
552,3,SKU-12800,Switch OLED,Nintendo,600,2023-10-01,2023-10-30,new,sold,524
553,3,SKU-12804,Switch,Nintendo,510,2022-02-26,2022-04-22,new,sold,1080
554,3,SKU-12808,Switch,Nintendo,575,2023-12-02,2024-01-05,new,sold,457
555,3,SKU-12814,PlayStation 5 Digital,Sony,455,2022-11-04,2022-12-17,new,sold,841
556,3,SKU-12819,Switch,Nintendo,635,2024-09-01,2024-09-28,new,sold,190
557,3,SKU-12827,Xbox Series S,Microsoft,445,2023-01-16,2023-04-01,new,rented,736
558,3,SKU-12828,Xbox Series S,Microsoft,490,2024-06-11,2024-09-08,new,sold,210
559,3,SKU-12836,Xbox Series X,Microsoft,310,2023-07-30,2023-08-29,open_box,sold,586
560,3,SKU-12838,PlayStation 4 Pro,Sony,510,2024-05-22,2024-07-20,refurbished,sold,260
561,3,SKU-12841,Switch Lite,Nintendo,280,2023-09-07,2023-11-13,new,sold,510
562,3,SKU-12846,Xbox One X,Microsoft,670,2024-08-26,2024-11-20,new,for_sale,137
563,3,SKU-12847,PlayStation 5 Digital,Sony,415,2022-03-08,2022-05-18,open_box,sold,1054
564,3,SKU-12851,PlayStation 4 Pro,Sony,670,2023-02-06,2023-03-06,new,sold,762
565,3,SKU-12857,Xbox Series S,Microsoft,405,2024-07-20,2024-09-22,new,for_sale,196
566,3,SKU-12859,Xbox One X,Microsoft,675,2022-04-21,2022-05-15,new,sold,1057
567,3,SKU-12861,PlayStation 5,Sony,375,2022-08-29,2022-10-31,new,sold,888
568,3,SKU-12865,Switch,Nintendo,405,2024-04-07,2024-06-28,new,sold,282
569,3,SKU-12870,PlayStation 5 Digital,Sony,510,2023-08-30,2023-10-31,new,sold,523
570,3,SKU-12879,Switch,Nintendo,325,2023-05-19,2023-06-17,new,sold,659
571,3,SKU-12885,Xbox Series X,Microsoft,525,2022-09-19,2022-11-26,new,sold,862
572,3,SKU-12888,PlayStation 5 Digital,Sony,510,2024-05-19,2024-06-21,new,for_sale,289
573,3,SKU-12891,PlayStation 5 Digital,Sony,450,2022-09-22,2022-11-29,new,sold,859
574,3,SKU-12893,PlayStation 5,Sony,250,2024-09-24,2024-11-05,open_box,sold,152
575,3,SKU-12898,Xbox One X,Microsoft,465,2022-03-07,2022-03-24,open_box,sold,1109
576,3,SKU-12907,PlayStation 5 Digital,Sony,410,2023-10-24,2023-10-31,new,sold,523
577,3,SKU-12911,Switch OLED,Nintendo,490,2024-04-06,2024-07-01,open_box,sold,279
578,3,SKU-12913,Switch Lite,Nintendo,480,2022-01-30,2022-04-25,new,sold,1077
579,3,SKU-12920,PlayStation 5 Digital,Sony,405,2023-07-28,2023-09-23,new,sold,561
580,3,SKU-12922,PlayStation 4 Pro,Sony,685,2024-03-26,2024-05-18,new,sold,323
581,3,SKU-12924,PlayStation 5,Sony,670,2024-01-29,2024-02-09,new,sold,422
582,3,SKU-12931,Switch Lite,Nintendo,505,2022-09-13,2022-10-08,new,sold,911
583,3,SKU-12938,Xbox Series S,Microsoft,470,2024-07-10,2024-08-07,new,sold,242
584,3,SKU-12939,PlayStation 5 Digital,Sony,330,2023-05-14,2023-05-17,new,sold,690
585,3,SKU-12944,Xbox Series S,Microsoft,530,2024-06-05,2024-09-01,new,sold,217
586,3,SKU-12950,Switch OLED,Nintendo,315,2024-05-06,2024-08-02,new,sold,247
587,3,SKU-12956,PlayStation 5,Sony,380,2022-04-03,2022-06-07,new,sold,1034
588,3,SKU-12959,PlayStation 4 Pro,Sony,565,2024-01-01,2024-01-13,new,sold,449
589,3,SKU-12965,PlayStation 5 Digital,Sony,435,2022-11-17,2022-11-30,new,sold,858
590,3,SKU-12968,Switch Lite,Nintendo,570,2022-06-30,2022-08-22,new,rented,958
591,3,SKU-12970,PlayStation 4 Pro,Sony,410,2024-04-09,2024-06-24,new,sold,286
592,3,SKU-12976,PlayStation 4 Pro,Sony,315,2023-03-02,2023-04-10,new,sold,727
593,3,SKU-12980,PlayStation 5 Digital,Sony,590,2022-03-04,2022-03-29,new,sold,1104
594,3,SKU-12981,Switch OLED,Nintendo,280,2022-01-10,2022-01-22,new,sold,1170
595,3,SKU-12985,Switch OLED,Nintendo,630,2023-05-10,2023-07-23,new,sold,623
596,3,SKU-12991,PlayStation 5,Sony,620,2021-11-23,2022-01-29,new,sold,1163
597,3,SKU-12995,Xbox One X,Microsoft,465,2022-11-20,2023-01-15,open_box,sold,812
598,3,SKU-12997,PlayStation 5,Sony,430,2023-09-21,2023-10-06,new,sold,548
599,3,SKU-12999,Switch Lite,Nintendo,265,2023-09-01,2023-11-03,new,sold,520
600,3,SKU-13006,Xbox Series S,Microsoft,380,2024-05-02,2024-05-26,new,sold,315
601,3,SKU-13014,Switch,Nintendo,445,2022-06-09,2022-06-24,new,sold,1017
602,3,SKU-13021,Xbox Series X,Microsoft,400,2024-03-23,2024-04-07,new,sold,364
603,3,SKU-13028,Switch,Nintendo,550,2024-02-06,2024-04-08,new,sold,363
604,3,SKU-13033,PlayStation 5 Digital,Sony,355,2022-09-30,2022-10-03,new,rented,916
605,3,SKU-13034,PlayStation 4 Pro,Sony,395,2023-06-26,2023-09-13,new,sold,571
606,3,SKU-13036,PlayStation 4 Pro,Sony,475,2024-09-27,2024-10-30,new,for_sale,158
607,3,SKU-13042,Switch,Nintendo,450,2023-12-16,2024-02-10,new,sold,421
608,3,SKU-13043,PlayStation 5,Sony,390,2024-01-05,2024-03-07,refurbished,sold,395
609,3,SKU-13045,Switch Lite,Nintendo,275,2023-04-22,2023-06-24,new,sold,652
610,3,SKU-13052,Switch Lite,Nintendo,270,2023-12-08,2024-01-21,open_box,sold,441
611,3,SKU-13053,Switch,Nintendo,435,2022-02-01,2022-04-26,new,sold,1076
612,3,SKU-13057,PlayStation 5 Digital,Sony,325,2023-10-26,2023-10-30,new,sold,524
613,3,SKU-13064,Switch Lite,Nintendo,260,2023-08-24,2023-10-11,new,sold,543
614,3,SKU-13071,Xbox Series S,Microsoft,475,2023-11-06,2023-11-27,new,sold,496
615,3,SKU-13076,Xbox Series X,Microsoft,380,2022-03-01,2022-04-08,new,sold,1094
616,3,SKU-13083,PlayStation 4 Pro,Sony,610,2024-07-08,2024-08-31,new,sold,218
617,3,SKU-13089,PlayStation 5,Sony,435,2023-03-12,2023-05-30,new,sold,677
618,3,SKU-13097,Switch Lite,Nintendo,475,2024-07-12,2024-08-15,open_box,sold,234
619,3,SKU-13106,Switch,Nintendo,315,2022-08-10,2022-11-05,refurbished,sold,883
620,3,SKU-13111,Xbox Series S,Microsoft,620,2022-10-24,2022-11-25,open_box,sold,863
621,3,SKU-13115,Xbox Series X,Microsoft,610,2023-07-31,2023-09-28,new,rented,556
622,3,SKU-13124,Xbox Series X,Microsoft,260,2023-04-30,2023-07-23,new,sold,623
623,3,SKU-13127,Switch,Nintendo,520,2022-03-20,2022-05-11,new,rented,1061
624,3,SKU-13129,Xbox Series X,Microsoft,485,2023-03-29,2023-05-31,new,sold,676
625,3,SKU-13133,Switch Lite,Nintendo,585,2024-04-19,2024-05-16,new,sold,325
626,3,SKU-13135,PlayStation 4 Pro,Sony,275,2023-11-10,2024-02-07,new,rented,424
627,3,SKU-13141,Switch,Nintendo,465,2023-12-16,2024-01-24,new,sold,438
628,3,SKU-13142,Switch,Nintendo,535,2023-10-19,2024-01-14,new,sold,448
629,3,SKU-13151,PlayStation 5 Digital,Sony,290,2023-03-21,2023-04-28,new,sold,709
630,3,SKU-13154,Xbox Series S,Microsoft,460,2024-03-14,2024-04-25,open_box,sold,346
631,3,SKU-13161,PlayStation 5 Digital,Sony,520,2023-09-04,2023-11-01,open_box,rented,522
632,3,SKU-13162,PlayStation 5,Sony,530,2023-07-24,2023-10-05,new,sold,549
633,3,SKU-13164,PlayStation 5 Digital,Sony,640,2022-08-29,2022-10-01,new,sold,918
634,3,SKU-13170,Xbox Series S,Microsoft,645,2023-04-03,2023-04-05,new,rented,732
635,3,SKU-13179,Switch Lite,Nintendo,630,2022-02-20,2022-04-12,new,sold,1090
636,3,SKU-13186,Switch Lite,Nintendo,300,2024-04-13,2024-06-10,open_box,sold,300
637,3,SKU-13194,PlayStation 4 Pro,Sony,470,2022-07-31,2022-09-24,new,sold,925
638,3,SKU-13198,Xbox Series X,Microsoft,380,2023-05-22,2023-06-21,new,sold,655
639,3,SKU-13206,PlayStation 5,Sony,640,2023-12-29,2024-03-25,new,sold,377
640,3,SKU-13213,Switch OLED,Nintendo,270,2023-02-25,2023-04-26,new,sold,711
641,3,SKU-13214,PlayStation 5,Sony,685,2022-01-11,2022-03-26,new,sold,1107
642,3,SKU-13219,PlayStation 5,Sony,390,2024-05-18,2024-06-05,new,sold,305
643,3,SKU-13221,Xbox Series S,Microsoft,375,2023-04-07,2023-06-24,refurbished,sold,652
644,3,SKU-13226,Switch OLED,Nintendo,500,2024-06-14,2024-06-20,new,sold,290
645,3,SKU-13229,PlayStation 5,Sony,565,2024-05-29,2024-06-12,new,sold,298
646,3,SKU-13230,Xbox One X,Microsoft,640,2022-07-29,2022-09-11,new,sold,938
647,3,SKU-13234,Xbox One X,Microsoft,515,2021-11-03,2022-01-09,refurbished,sold,1183
648,3,SKU-13237,Xbox Series X,Microsoft,375,2022-07-19,2022-09-07,new,sold,942
649,3,SKU-13239,Xbox Series S,Microsoft,530,2023-04-21,2023-07-06,open_box,sold,640
650,3,SKU-13240,Xbox Series X,Microsoft,635,2023-06-23,2023-08-03,new,sold,612
651,3,SKU-13242,Switch OLED,Nintendo,685,2024-03-16,2024-03-27,new,sold,375
652,3,SKU-13246,PlayStation 5 Digital,Sony,470,2024-04-26,2024-06-04,open_box,sold,306
653,3,SKU-13249,Xbox Series S,Microsoft,645,2024-07-30,2024-09-02,new,sold,216
654,3,SKU-13256,PlayStation 5,Sony,265,2023-10-03,2023-12-01,open_box,sold,492
655,3,SKU-13260,Switch,Nintendo,460,2022-04-12,2022-06-12,new,sold,1029
656,3,SKU-13263,PlayStation 4 Pro,Sony,270,2022-06-01,2022-06-06,new,sold,1035
657,3,SKU-13265,Switch,Nintendo,410,2022-04-14,2022-06-17,new,sold,1024
658,3,SKU-13267,Switch OLED,Nintendo,435,2023-07-24,2023-09-02,new,sold,582
659,3,SKU-13275,Switch OLED,Nintendo,285,2023-03-22,2023-06-16,new,sold,660
660,3,SKU-13282,Switch OLED,Nintendo,545,2024-05-04,2024-07-31,new,sold,249
661,4,SKU-13290,HP 4K 512 (2024),HP,750,2023-01-12,2023-01-26,new,sold,801
662,4,SKU-13294,MSI Ultra 823 (2022),MSI,1530,2023-01-15,2023-01-26,new,sold,801
663,4,SKU-13302,Dell Air 112 (2024),Dell,2745,2024-04-29,2024-06-30,new,sold,280
664,4,SKU-13303,MSI Neo 449 (2022),MSI,2555,2024-03-07,2024-03-13,new,sold,389
665,4,SKU-13304,Apple Mini 899 (2024),Apple,2300,2023-08-15,2023-08-19,new,sold,596
666,4,SKU-13311,Lenovo Edge 408 (2024),Lenovo,450,2023-07-31,2023-10-09,new,sold,545
667,4,SKU-13316,Acer Mini 279 (2024),Acer,2840,2023-10-16,2023-12-12,open_box,sold,481
668,4,SKU-13323,Apple Smart 475 (2023),Apple,1540,2024-10-08,2024-11-05,new,for_sale,152
669,4,SKU-13329,Asus Neo 566 (2022),Asus,2565,2023-11-09,2024-01-08,new,sold,454
670,4,SKU-13333,HP Max 323 (2024),HP,805,2024-09-22,2024-10-04,new,for_sale,184
671,4,SKU-13341,HP Premium 900 (2022),HP,1330,2023-05-05,2023-06-19,open_box,sold,657
672,4,SKU-13344,Dell Edge 256 (2021),Dell,695,2023-03-26,2023-04-10,new,sold,727
673,4,SKU-13348,Lenovo Slim 608 (2023),Lenovo,1095,2022-08-10,2022-11-06,new,sold,882
674,4,SKU-13350,Acer Pro 811 (2024),Acer,2430,2022-05-18,2022-07-28,new,rented,983
675,4,SKU-13359,Apple Smart 452 (2021),Apple,2295,2024-04-20,2024-06-23,new,sold,287
676,4,SKU-13361,Dell 4K 313 (2023),Dell,1540,2024-05-01,2024-05-01,new,sold,340
677,4,SKU-13369,HP Compact 245 (2022),HP,2260,2024-03-14,2024-04-29,open_box,sold,342
678,4,SKU-13373,Dell Edge 426 (2024),Dell,1475,2024-02-20,2024-04-18,new,for_sale,353
679,4,SKU-13379,Apple Neo 181 (2022),Apple,620,2023-08-17,2023-10-07,refurbished,sold,547
680,4,SKU-13382,Lenovo Pro 129 (2024),Lenovo,550,2024-10-24,2024-11-30,new,for_sale,127
681,4,SKU-13389,Acer Flex 650 (2023),Acer,2550,2022-07-31,2022-10-28,new,sold,891
682,4,SKU-13397,Acer Advanced 663 (2024),Acer,2690,2022-06-18,2022-06-22,new,sold,1019
683,4,SKU-13403,Lenovo Elite 418 (2023),Lenovo,1835,2023-09-09,2023-11-29,new,sold,494
684,4,SKU-13404,Apple Flex 446 (2023),Apple,2965,2022-08-08,2022-08-15,new,sold,965
685,4,SKU-13409,Acer Edge 201 (2023),Acer,1565,2021-11-14,2022-01-11,new,rented,1181
686,4,SKU-13413,MSI Vision 644 (2022),MSI,2135,2022-08-27,2022-10-14,new,rented,905
687,4,SKU-13417,Apple Wireless 671 (2022),Apple,780,2024-03-30,2024-05-21,new,sold,320
688,4,SKU-13419,Apple Mini 837 (2022),Apple,600,2024-01-20,2024-04-04,new,sold,367
689,4,SKU-13428,MSI HD 867 (2023),MSI,2190,2024-08-07,2024-09-29,new,for_sale,189
690,4,SKU-13431,Asus Elite 828 (2024),Asus,2645,2022-06-03,2022-08-30,new,sold,950
691,4,SKU-13439,Lenovo Pro 951 (2022),Lenovo,1965,2024-04-02,2024-04-16,new,sold,355
692,4,SKU-13445,Asus Compact 921 (2021),Asus,1365,2023-12-30,2024-02-06,new,sold,425
693,4,SKU-13453,Apple Elite 704 (2022),Apple,2710,2023-02-23,2023-03-18,open_box,sold,750
694,4,SKU-13461,Apple Plus 206 (2023),Apple,1650,2023-07-17,2023-09-27,new,sold,557
695,4,SKU-13467,MSI HD 328 (2024),MSI,2055,2024-04-16,2024-07-10,new,sold,270
696,4,SKU-13470,MSI Wireless 763 (2021),MSI,2740,2023-09-18,2023-11-26,new,sold,497
697,4,SKU-13478,Acer Slim 309 (2021),Acer,2035,2023-07-16,2023-09-25,open_box,sold,559
698,4,SKU-13480,Acer Flex 498 (2021),Acer,1900,2022-02-06,2022-04-19,new,sold,1083
699,4,SKU-13484,MSI Air 282 (2021),MSI,2900,2023-06-22,2023-07-18,new,sold,628
700,4,SKU-13492,Apple Flex 790 (2023),Apple,1675,2022-01-05,2022-02-17,new,sold,1144
701,4,SKU-13495,Lenovo Ultra 741 (2023),Lenovo,695,2022-05-15,2022-07-23,new,sold,988
702,4,SKU-13500,Dell Smart 224 (2023),Dell,2875,2022-12-06,2022-12-13,new,sold,845
703,4,SKU-13506,Dell Ultra 561 (2021),Dell,1230,2024-03-15,2024-04-25,new,sold,346
704,4,SKU-13513,MSI Plus 439 (2021),MSI,1925,2024-08-02,2024-10-06,refurbished,sold,182
705,4,SKU-13522,Lenovo Plus 157 (2023),Lenovo,1835,2022-03-15,2022-05-15,new,rented,1057
706,4,SKU-13529,Acer Premium 589 (2021),Acer,2155,2023-03-10,2023-05-20,open_box,rented,687
707,4,SKU-13532,HP Vision 818 (2024),HP,930,2022-09-02,2022-10-19,new,sold,900
708,4,SKU-13535,MSI Premium 970 (2024),MSI,400,2024-05-22,2024-08-09,new,for_sale,240
709,4,SKU-13538,Apple Pro 594 (2024),Apple,2580,2024-01-05,2024-02-18,open_box,sold,413
710,4,SKU-13542,Asus Edge 128 (2023),Asus,1865,2023-08-28,2023-09-08,new,rented,576
711,4,SKU-13544,MSI Elite 739 (2023),MSI,1710,2023-07-19,2023-10-14,new,sold,540
712,4,SKU-13549,MSI Neo 455 (2023),MSI,945,2023-11-02,2023-11-04,open_box,sold,519
713,4,SKU-13552,Acer Ultra 102 (2024),Acer,1475,2024-08-09,2024-09-28,new,sold,190
714,4,SKU-13554,MSI Max 815 (2021),MSI,2925,2023-11-26,2024-02-10,new,sold,421
715,4,SKU-13561,Dell Ultra 853 (2021),Dell,1555,2023-03-28,2023-03-30,refurbished,sold,738
716,4,SKU-13566,Acer 4K 294 (2022),Acer,2500,2023-02-28,2023-03-29,new,sold,739
717,4,SKU-13572,Apple Slim 403 (2024),Apple,2960,2024-03-08,2024-03-22,new,sold,380
718,4,SKU-13581,Lenovo Smart 319 (2022),Lenovo,730,2022-04-28,2022-05-14,new,sold,1058
719,4,SKU-13585,Asus Slim 189 (2022),Asus,1055,2024-07-18,2024-07-18,new,sold,262
720,4,SKU-13586,MSI Wireless 741 (2024),MSI,2165,2024-06-11,2024-08-13,new,sold,236
721,4,SKU-13595,MSI Pro 146 (2022),MSI,1785,2023-10-10,2023-10-10,new,sold,544
722,4,SKU-13599,HP Max 461 (2021),HP,2785,2023-01-18,2023-02-08,new,sold,788
723,4,SKU-13604,Apple Plus 860 (2021),Apple,1940,2023-10-15,2023-11-16,new,sold,507
724,4,SKU-13606,Lenovo Premium 158 (2023),Lenovo,2465,2022-03-15,2022-05-30,new,sold,1042
725,4,SKU-13614,MSI Plus 210 (2024),MSI,2780,2024-01-03,2024-02-12,open_box,sold,419
726,4,SKU-13616,MSI Elite 804 (2021),MSI,1985,2024-05-26,2024-06-03,new,sold,307
727,4,SKU-13617,Asus Pro 761 (2023),Asus,2005,2024-03-23,2024-04-21,new,sold,350
728,4,SKU-13618,Lenovo HD 799 (2024),Lenovo,660,2021-12-27,2022-02-23,new,sold,1138
729,4,SKU-13624,Asus Advanced 209 (2021),Asus,2255,2022-11-20,2023-02-01,new,sold,795
730,4,SKU-13633,HP 4K 897 (2024),HP,880,2022-10-04,2022-10-09,new,sold,910
731,4,SKU-13636,HP Vision 954 (2024),HP,1915,2022-10-08,2022-10-26,new,sold,893
732,4,SKU-13641,Asus Wireless 608 (2023),Asus,1925,2022-10-17,2022-10-24,new,sold,895
733,4,SKU-13650,MSI Flex 753 (2021),MSI,2940,2023-02-09,2023-02-17,new,sold,779
734,4,SKU-13654,Acer Air 699 (2024),Acer,2905,2023-07-15,2023-09-06,new,sold,578
735,4,SKU-13657,Apple Neo 830 (2021),Apple,2060,2023-02-17,2023-04-17,new,sold,720
736,4,SKU-13661,Dell Air 736 (2023),Dell,880,2021-11-29,2022-01-14,new,sold,1178
737,4,SKU-13663,HP Ultra 347 (2021),HP,905,2024-01-03,2024-01-08,new,rented,454
738,4,SKU-13667,Dell Compact 442 (2022),Dell,1285,2023-04-27,2023-05-19,new,rented,688
739,4,SKU-13668,Dell Slim 126 (2021),Dell,2100,2022-07-04,2022-08-16,new,sold,964
740,4,SKU-13673,Lenovo Premium 628 (2023),Lenovo,2940,2024-05-30,2024-06-07,new,for_sale,303
741,4,SKU-13676,Dell Advanced 965 (2022),Dell,1225,2024-03-09,2024-05-29,new,sold,312
742,4,SKU-13677,MSI Vision 942 (2022),MSI,1250,2022-01-30,2022-04-20,new,rented,1082
743,4,SKU-13680,MSI Edge 417 (2024),MSI,2455,2022-04-22,2022-05-13,new,sold,1059
744,4,SKU-13687,MSI Edge 887 (2023),MSI,865,2023-11-30,2024-02-05,open_box,sold,426
745,4,SKU-13695,Acer Air 596 (2024),Acer,2060,2022-02-18,2022-03-16,new,sold,1117
746,4,SKU-13699,Lenovo Premium 446 (2024),Lenovo,2710,2022-10-02,2022-11-18,new,sold,870
747,4,SKU-13708,Apple Elite 578 (2021),Apple,1315,2022-01-26,2022-03-26,new,sold,1107
748,4,SKU-13714,Lenovo Neo 765 (2024),Lenovo,2490,2023-09-08,2023-10-12,new,sold,542
749,4,SKU-13715,Dell Neo 515 (2022),Dell,2745,2023-06-24,2023-08-27,new,sold,588
750,4,SKU-13724,Acer Max 411 (2023),Acer,585,2022-01-10,2022-03-20,new,sold,1113
751,4,SKU-13730,Dell Wireless 543 (2023),Dell,2235,2022-08-02,2022-10-10,new,sold,909
752,4,SKU-13731,MSI Compact 666 (2023),MSI,2535,2021-11-26,2022-01-25,open_box,sold,1167
753,4,SKU-13740,MSI Elite 433 (2024),MSI,1635,2024-09-08,2024-11-22,new,sold,135
754,4,SKU-13748,Acer Neo 253 (2023),Acer,1515,2024-04-09,2024-05-05,new,sold,336
755,4,SKU-13756,MSI Flex 629 (2021),MSI,2670,2023-09-17,2023-09-18,new,rented,566
756,4,SKU-13762,HP Premium 768 (2024),HP,1180,2022-02-13,2022-02-17,new,eligible_for_rental,1144
757,4,SKU-13765,HP Vision 736 (2024),HP,565,2024-02-07,2024-03-02,new,sold,400
758,4,SKU-13767,HP Vision 512 (2024),HP,670,2022-12-26,2022-12-30,open_box,sold,828
759,4,SKU-13775,Apple Smart 264 (2022),Apple,935,2023-05-28,2023-08-20,new,sold,595
760,4,SKU-13777,Lenovo Pro 902 (2023),Lenovo,1250,2024-03-02,2024-04-21,new,sold,350
761,4,SKU-13779,Dell Flex 816 (2024),Dell,2880,2023-02-11,2023-02-27,new,sold,769
762,4,SKU-13784,Lenovo Air 593 (2022),Lenovo,1705,2024-06-23,2024-07-28,new,sold,252
763,4,SKU-13785,Dell Neo 793 (2021),Dell,1765,2024-08-05,2024-10-02,new,for_sale,186
764,4,SKU-13786,Acer Max 854 (2023),Acer,1415,2022-11-02,2022-12-25,new,sold,833
765,4,SKU-13789,Asus Mini 729 (2024),Asus,645,2022-03-01,2022-03-31,new,sold,1102
766,4,SKU-13794,Acer Flex 237 (2023),Acer,1470,2022-07-21,2022-09-06,new,rented,943
767,4,SKU-13796,Asus Wireless 824 (2024),Asus,940,2022-02-02,2022-04-02,new,sold,1100
768,4,SKU-13798,Acer Neo 663 (2024),Acer,1430,2021-12-21,2022-01-22,new,rented,1170
769,4,SKU-13801,HP Neo 811 (2024),HP,1825,2023-03-17,2023-05-12,new,sold,695
770,4,SKU-13809,MSI Slim 309 (2022),MSI,660,2023-07-07,2023-08-26,new,eligible_for_rental,589
771,4,SKU-13811,Acer Ultra 375 (2023),Acer,860,2021-12-16,2022-03-12,new,sold,1121
772,4,SKU-13815,Lenovo Pro 747 (2021),Lenovo,535,2022-01-04,2022-01-10,refurbished,rented,1182
773,4,SKU-13822,MSI Advanced 633 (2022),MSI,635,2024-05-10,2024-05-13,new,sold,328
774,4,SKU-13828,MSI Advanced 412 (2021),MSI,2280,2022-02-07,2022-04-01,new,rented,1101
775,4,SKU-13830,MSI Wireless 939 (2023),MSI,940,2024-01-26,2024-03-20,new,sold,382
